company_id,company_name,address,region,latitude,longitude,is_active,accepted_chemistry,accepted_grade,diagnostic_capability,process_type,monthly_capacity_count,license_type,source_dataset,raw_business_type,raw_specialty,raw_product,company_status,jurisdiction,matched_keyword,location_source,admin_penalty_flag,is_synthetic_label,label_rule,business_no,tel_no,source_company_id,source_record_count,selection_score,reuse_role,reuse_verification_level,source_url,evidence_note,verification_status,verified_target_name,is_synthetic_company,kolas_verified,kolas_verification_status,kolas_verification_source,kolas_reference_year,kolas_reference_test_institution_count,kolas_reference_inspection_institution_count,kolas_scope_keyword,kolas_accreditation_no,kolas_assignment_type,diagnostic_capability_source,official_reuse_battery_inspection,official_inspection_verified,official_inspection_type,official_inspection_designation_no,official_inspection_source_note,kolas_status,kolas_scope_type,kolas_battery_scope_verified,battery_diagnostic_scope_verified,diagnostic_capability_detail,diagnostic_update_policy,diagnostic_update_note,kolas_valid_from,kolas_valid_to
CMV5_011,(주)디에스단석 군산1공장,"전북특별자치도 군산시 소룡동  1582-13,1582-31,1582-36",전북,35.707968,127.118726,True,"NCM,LFP",Orange,basic,recycle,112,재활용/원료재생 후보,환경공단_폐기물처리업체+USER_REVIEW,기타 비철금속 주조업,재활용,폐황산이 포함된 2차폐축전지; 납 열처리ㆍ야금(冶金)공정광재; 그 밖의 공정오니; 황산이 포함된 폐이차전지; 분진,정상,전북지방환경청,USER_VERIFIED_REVIEW,synthetic_region_center_from_review,False,True,USER_VERIFIED_COMPANY_REVIEW_TO_MVP_LABEL,,,DS단석,5,148.0,,,https://dsdansuk.com/products/battery/,"검증 파일 기준 포함: DS단석. 근거: 납, 리튬 등, 순연, 동 등, 태양광발전업 / PVC안정제 / PVC안정제, 식용유. 매칭근거: A: 배터리 폐기물 항목 직접 확인",user_verified,DS단석,False,False,unconfirmed,산업통상부_기술표준통계_한국인정기구(KOLAS) 인정현황_20251231.csv,2025,862,76,,,not_assigned,processing_match_label_not_kolas,False,False,,,,unconfirmed,,False,False,basic_processing_screening_not_official_kolas,latest_user_kolas_review_2026_07,KOLAS/official inspection unconfirmed; diagnostic_capability is retained only as MVP processing/matching label.,,
CMV5_012,(주)새빗켐 2공장,경상북도 김천시 공단1길 11-54 (대광동),경북,36.495534,128.928229,True,"NCM,LFP",Orange,basic,recycle,122,재활용/원료재생 후보,산단공_전국등록공장현황+USER_REVIEW,재활용,재활용,코발트 메탈 외,정상/확인필요,,USER_VERIFIED_REVIEW,synthetic_region_center_from_review,False,True,USER_VERIFIED_COMPANY_REVIEW_TO_MVP_LABEL,,,새빗켐,1,125.0,,,http://www.sebitchem.com/,검증 파일 기준 포함: 새빗켐. 근거: 그 밖의 폐산; LCDㆍ반도체 공정의 폐산 / 코발트 메탈 외 / 탄산리튬. 매칭근거: A: 배터리/이차전지/핵심광물 키워드 확인,user_verified,새빗켐,False,False,unconfirmed,산업통상부_기술표준통계_한국인정기구(KOLAS) 인정현황_20251231.csv,2025,862,76,,,not_assigned,processing_match_label_not_kolas,False,False,,,,unconfirmed,,False,False,basic_processing_screening_not_official_kolas,latest_user_kolas_review_2026_07,KOLAS/official inspection unconfirmed; diagnostic_capability is retained only as MVP processing/matching label.,,
CMV5_013,(주)에코프로씨엔지,경상북도 포항시 북구 흥해읍 영일만산단남로 3,경북,36.555112,128.83089,True,"NCM,LFP",Orange,basic,recycle,122,재활용/원료재생 후보,산단공_전국등록공장현황+USER_REVIEW,재활용,재활용,"황산리튬, 비철금속복합염",정상/확인필요,,USER_VERIFIED_REVIEW,synthetic_region_center_from_review,False,True,USER_VERIFIED_COMPANY_REVIEW_TO_MVP_LABEL,,,에코프로씨엔지,1,125.0,,,,"검증 파일 기준 포함: 에코프로씨엔지. 근거: 「화학물질관리법」제2조제7호에 따른 유해화학물질 / 황산리튬, 비철금속복합염. 매칭근거: A: 배터리/이차전지/핵심광물 키워드 확인",user_verified,에코프로씨엔지,False,False,unconfirmed,산업통상부_기술표준통계_한국인정기구(KOLAS) 인정현황_20251231.csv,2025,862,76,,,not_assigned,processing_match_label_not_kolas,False,False,,,,unconfirmed,,False,False,basic_processing_screening_not_official_kolas,latest_user_kolas_review_2026_07,KOLAS/official inspection unconfirmed; diagnostic_capability is retained only as MVP processing/matching label.,,
CMV5_014,(주)오르타머티리얼즈,"인천광역시 남동구 앵고개로719번길 26, 2동 (고잔동)",인천,37.448312,126.66324,True,"NCM,LFP",Orange,basic,recycle,122,재활용/원료재생 후보,산단공_전국등록공장현황+USER_REVIEW,재활용,재활용,"백금족화합물, 전극",정상/확인필요,,USER_VERIFIED_REVIEW,synthetic_region_center_from_review,False,True,USER_VERIFIED_COMPANY_REVIEW_TO_MVP_LABEL,,,오르타머티리얼즈,1,105.0,,,,"검증 파일 기준 포함: 오르타머티리얼즈. 근거: 「화학물질관리법」제2조제7호에 따른 유해화학물질; 그 밖의 공정오니 / 백금족화합물, 전극. 매칭근거: A: 배터리/이차전지/핵심광물 키워드 확인",user_verified,오르타머티리얼즈,False,False,unconfirmed,산업통상부_기술표준통계_한국인정기구(KOLAS) 인정현황_20251231.csv,2025,862,76,,,not_assigned,processing_match_label_not_kolas,False,False,,,,unconfirmed,,False,False,basic_processing_screening_not_official_kolas,latest_user_kolas_review_2026_07,KOLAS/official inspection unconfirmed; diagnostic_capability is retained only as MVP processing/matching label.,,
CMV5_015,성일하이텍 주식회사 군산지점,전북특별자치도 군산시  군산산단로 143-12 (비응도동),전북,35.747887,127.11982,True,"NCM,LFP",Orange,basic,recycle,163,재활용/원료재생 후보,환경공단_폐기물처리업체+USER_REVIEW,기타 기초 무기 화학물질 제조업,재활용,전기자동차 폐이차전지(침수·화재·변형·파손 등이 발생한 것과 셀이 훼손되어 유해물질이 유출되거나 화재·폭발의 위험이 있는 것은 제외한다); 이차전지 스크랩; 리튬계 폐이차전지(침수ㆍ화재ㆍ변형ㆍ파손 등이 발생한 것과 셀이 훼손되어 유해물질이 유출되거나 화재ㆍ폭발의 위험이 있는 것으로 한정한다); 그 밖의 폐이차전지(침수ㆍ화재ㆍ변형ㆍ파손 등이 발생한 것과 셀이 훼손되어 유해물질이 유출되거나 화재ㆍ폭발의 위험이 있는 것은 제외한다); 「화학물질관리법」제2조제7호에 따른 유해화학물질; 그 밖의 폐유기용제; 2차폐전지,정상,전북지방환경청,USER_VERIFIED_REVIEW,synthetic_region_center_from_review,False,True,USER_VERIFIED_COMPANY_REVIEW_TO_MVP_LABEL,,,성일하이텍,7,168.0,,,https://www.sungeelht.com/,"검증 파일 기준 포함: 성일하이텍. 근거: 전기자동차 폐이차전지(침수·화재·변형·파손 등이 발생한 것과 셀이 훼손되어 유해물질이 유출되거나 화재·폭발의 위험이 있는 것은 제외한다); 이차 / 코발트(Co), 니켈(Ni), 리튬(Li), 망간(Mn) 화합물 / 코발트, 니켈, 망간. 매칭근거: A: 배터리 폐기물 항목 직접 확인",user_verified,성일하이텍,False,False,unconfirmed,산업통상부_기술표준통계_한국인정기구(KOLAS) 인정현황_20251231.csv,2025,862,76,,,not_assigned,processing_match_label_not_kolas,False,False,,,,unconfirmed,,False,False,basic_processing_screening_not_official_kolas,latest_user_kolas_review_2026_07,KOLAS/official inspection unconfirmed; diagnostic_capability is retained only as MVP processing/matching label.,,
CMV5_016,아이에스동서(주),충청남도 서산시 운산면 장생동로 575,충남,36.717975,126.619853,True,"NCM,LFP",Orange,basic,recycle,109,재활용/원료재생 후보,산단공_전국등록공장현황+USER_REVIEW,재활용,재활용,건축pc부재,정상/확인필요,,USER_VERIFIED_REVIEW,synthetic_region_center_from_review,False,True,USER_VERIFIED_COMPANY_REVIEW_TO_MVP_LABEL,,,아이에스동서,1,75.0,,,,"검증 파일 기준 포함: 아이에스동서. 근거: P.H.C 파일 / PHC파일,VR관,맨홀 / 건축pc부재. 매칭근거: B: 알려진 기업명 일치, 해당 사업장 품목 확인 필요",user_verified,아이에스동서,False,False,unconfirmed,산업통상부_기술표준통계_한국인정기구(KOLAS) 인정현황_20251231.csv,2025,862,76,,,not_assigned,processing_match_label_not_kolas,False,False,,,,unconfirmed,,False,False,basic_processing_screening_not_official_kolas,latest_user_kolas_review_2026_07,KOLAS/official inspection unconfirmed; diagnostic_capability is retained only as MVP processing/matching label.,,
CMV5_017,에너지머티리얼즈 주식회사,경상북도 포항시 포항영일만4일반산업단지(상세주소 확인 필요),경북,36.446413,128.921482,True,"NCM,LFP",Orange,basic,recycle,78,재활용/원료재생 후보,산단공_전국등록공장현황+USER_REVIEW,재활용,재활용,"니켈화합물, 코발트화합물, 망간화합물, 리튬화합물 등",정상/확인필요,,USER_VERIFIED_REVIEW,synthetic_region_center_from_review,False,True,USER_VERIFIED_COMPANY_REVIEW_TO_MVP_LABEL,,,에너지머티리얼즈,1,120.0,,,,"검증 파일 기준 포함: 에너지머티리얼즈. 근거: 니켈화합물, 코발트화합물, 망간화합물, 리튬화합물 등. 매칭근거: A: 사용자 검증 반영",user_verified,에너지머티리얼즈,False,False,unconfirmed,산업통상부_기술표준통계_한국인정기구(KOLAS) 인정현황_20251231.csv,2025,862,76,,,not_assigned,processing_match_label_not_kolas,False,False,,,,unconfirmed,,False,False,basic_processing_screening_not_official_kolas,latest_user_kolas_review_2026_07,KOLAS/official inspection unconfirmed; diagnostic_capability is retained only as MVP processing/matching label.,,
CMV5_018,에스케이에코플랜트(주),경상북도 구미시 공단동 188-8번지,경북,36.470082,128.952069,True,"NCM,LFP",Orange,basic,recycle,149,재활용/원료재생 후보,산단공_전국등록공장현황+USER_REVIEW,재활용,재활용,연료전지 주변장치(전기실 컨테이너 제작),정상/확인필요,,USER_VERIFIED_REVIEW,synthetic_region_center_from_review,False,True,USER_VERIFIED_COMPANY_REVIEW_TO_MVP_LABEL,,,SK에코플랜트,1,105.0,,,,검증 파일 기준 포함: SK에코플랜트. 근거: 연료전지 주변장치(전기실 컨테이너 제작). 매칭근거: A: 배터리/이차전지/핵심광물 키워드 확인,user_verified,SK에코플랜트,False,False,unconfirmed,산업통상부_기술표준통계_한국인정기구(KOLAS) 인정현황_20251231.csv,2025,862,76,,,not_assigned,processing_match_label_not_kolas,False,False,,,,unconfirmed,,False,False,basic_processing_screening_not_official_kolas,latest_user_kolas_review_2026_07,KOLAS/official inspection unconfirmed; diagnostic_capability is retained only as MVP processing/matching label.,,
CMV5_019,포스코에이치와이클린메탈(주),전라남도 광양시 광양읍 율촌산단8로 56 외 1필지,전남,34.900675,127.010615,True,"NCM,LFP",Orange,basic,recycle,122,재활용/원료재생 후보,산단공_전국등록공장현황+USER_REVIEW,재활용,재활용,"황산니켈, 황산코발트, 황산망간, 배터리급 탄산리튬, 망초",정상/확인필요,,USER_VERIFIED_REVIEW,synthetic_region_center_from_review,False,True,USER_VERIFIED_COMPANY_REVIEW_TO_MVP_LABEL,,,포스코HY클린메탈,1,125.0,,,,"검증 파일 기준 포함: 포스코HY클린메탈. 근거: 「화학물질관리법」제2조제7호에 따른 유해화학물질 / 황산니켈, 황산코발트, 황산망간, 배터리급 탄산리튬, 망초. 매칭근거: A: 배터리/이차전지/핵심광물 키워드 확인",user_verified,포스코HY클린메탈,False,False,unconfirmed,산업통상부_기술표준통계_한국인정기구(KOLAS) 인정현황_20251231.csv,2025,862,76,,,not_assigned,processing_match_label_not_kolas,False,False,,,,unconfirmed,,False,False,basic_processing_screening_not_official_kolas,latest_user_kolas_review_2026_07,KOLAS/official inspection unconfirmed; diagnostic_capability is retained only as MVP processing/matching label.,,
CMV5_020,한국전구체 주식회사,울산광역시 울주군 온산읍 원산리 1206 한국전구체 주식회사,울산,35.53939,129.336654,True,"NCM,LFP",Orange,basic,recycle,166,재활용/원료재생 후보,환경공단_폐기물처리업체+USER_REVIEW,축전지 제조업,재활용/전구체,「화학물질관리법」제2조제7호에 따른 유해화학물질,정상,관할환경청 없음,USER_VERIFIED_REVIEW,synthetic_region_center_from_review,False,True,USER_VERIFIED_COMPANY_REVIEW_TO_MVP_LABEL,,,한국전구체,1,128.0,,,,검증 파일 기준 포함: 한국전구체. 근거: 2차전지용 전구체 / 「화학물질관리법」제2조제7호에 따른 유해화학물질 / 전구체. 매칭근거: A: 배터리/이차전지/핵심광물 키워드 확인,user_verified,한국전구체,False,False,unconfirmed,산업통상부_기술표준통계_한국인정기구(KOLAS) 인정현황_20251231.csv,2025,862,76,,,not_assigned,processing_match_label_not_kolas,False,False,,,,unconfirmed,,False,False,basic_processing_screening_not_official_kolas,latest_user_kolas_review_2026_07,KOLAS/official inspection unconfirmed; diagnostic_capability is retained only as MVP processing/matching label.,,
CMV5_021,LFP재활용센터_경북,경상북도 포항시 배터리소재로 77,경북,36.521138,128.90705,True,"NCM,LFP",Orange,basic,recycle,75,재활용 후보,SYNTHETIC_DEMO_COMPANY,MVP 시연용 업체,synthetic,"LFP 폐배터리, 리튬 회수, 폐이차전지 물질재활용",시연용,,SYNTHETIC_DEMO,synthetic_region_center,False,True,SYNTHETIC_DEMO_COMPANY_FOR_MATCHING_COVERAGE,,,,0,0.0,,,,"한국환경공단 API 기반 전기차 관련 업체는 이미 검증 목록에 포함되어 있어, 지역·등급 커버리지 확보를 위해 생성한 MVP 시연용 보강 업체",synthetic_demo,,True,False,not_verifiable_from_aggregate_statistics,산업통상부_기술표준통계_한국인정기구(KOLAS) 인정현황_20251231.csv,2025,862,76,,,not_assigned,mvp_basic_recycle_label,False,False,,,,unconfirmed,,False,False,,latest_user_kolas_review_2026_07,KOLAS/official inspection status updated from user-provided verification results.,,
